wind_speed_kts,wind_direction_deg,humidity_%,pressure_hPa,fog_density,visibility_km,hours_until_clear
14.55,3.0,32.32,1025.35,8.14,4.41,6.52
7.69,184.18,60.3,1047.72,3.4,6.91,3.57
1.78,94.39,27.89,983.23,3.44,5.23,4.99
48.97,205.44,49.77,951.96,5.56,0.5,7.12
22.32,310.27,79.31,1012.1,5.68,4.18,6.42
1.37,217.11,22.38,1013.21,8.51,5.79,6.63
33.17,251.74,28.02,959.17,5.2,9.94,2.35
6.96,251.77,48.54,962.6,8.53,7.14,7.18
29.7,8.54,37.61,1039.66,5.05,2.56,5.04
26.01,111.85,50.31,978.97,1.18,7.99,1.9
2.5,164.45,54.58,982.22,1.36,1.02,6.71
17.62,133.72,82.57,1026.32,3.78,7.4,3.94
8.81,215.16,88.93,973.42,9.06,9.61,6.95
31.11,130.11,39.69,1021.61,6.39,2.02,6.26
29.55,246.74,61.95,966.88,0.43,0.29,5.69
9.62,193.65,46.27,959.47,5.43,1.82,8.16
7.07,303.73,83.47,1030.59,1.43,2.04,5.92
0.28,275.47,32.62,967.27,4.91,8.41,4.59
33.71,40.19,74.1,1027.95,8.37,6.15,5.81
33.43,69.51,28.16,970.51,5.32,3.08,5.64
12.04,103.1,29.18,1016.62,9.36,2.99,8.03
2.14,1.41,24.62,959.14,8.79,1.92,9.63
32.61,150.13,88.93,1006.02,6.28,1.53,7.87
8.57,232.52,71.18,983.45,0.08,4.83,4.25
0.74,99.71,55.29,1045.11,7.98,3.88,7.64
0.91,294.67,60.28,1037.12,3.88,1.25,7.16
10.43,330.08,64.13,1046.23,2.0,2.18,5.22
35.01,64.7,27.17,1008.53,0.14,6.68,0.52
27.01,86.22,59.09,1024.77,6.58,1.34,7.33
18.43,122.07,41.3,951.63,7.53,1.68,8.84
31.76,171.52,98.94,1023.26,1.6,0.83,5.88
23.94,108.96,48.98,1014.25,1.3,6.49,2.2
45.96,14.17,41.96,957.67,6.78,3.75,5.97
43.48,214.59,45.12,955.12,8.88,9.5,4.39
32.5,162.17,68.91,1040.78,9.53,9.83,4.27
20.64,94.05,38.47,1030.41,6.2,5.35,4.85
40.41,107.04,73.11,961.09,0.25,1.23,4.96
18.47,66.9,46.85,1044.07,0.08,2.87,3.12
8.25,181.48,87.7,1036.93,8.04,8.32,6.02
22.83,66.99,97.03,1003.57,5.52,4.88,6.54
35.61,341.77,73.91,962.15,0.06,1.48,4.99
17.73,78.02,34.77,962.51,6.02,6.83,5.21
14.4,278.66,83.48,963.94,5.81,6.7,6.52
44.78,138.84,20.95,1048.01,9.39,8.14,3.11
24.55,258.97,95.14,1004.97,6.52,1.51,8.57
11.13,296.47,85.74,976.89,0.07,8.4,2.81
41.14,325.77,74.89,991.25,5.42,9.32,3.01
11.32,123.96,98.91,1036.27,6.07,4.78,6.95
19.45,204.38,52.45,1022.54,2.31,6.17,3.03
29.0,39.65,84.75,1004.01,7.47,8.78,4.95
12.46,278.13,93.98,1007.88,4.69,8.49,4.7
8.87,42.16,71.18,988.61,4.8,2.04,7.91
3.2,157.15,31.85,952.42,2.93,2.85,6.47
10.74,73.71,29.07,1026.57,6.79,5.76,5.26
16.36,189.78,82.9,1021.1,5.39,4.5,6.35
46.0,172.5,37.62,997.29,4.21,2.76,4.41
43.29,229.86,99.92,1011.24,8.56,2.32,8.26
7.52,252.52,41.04,987.99,3.97,3.26,6.2
46.45,342.46,99.15,970.38,3.2,3.82,5.34
44.56,327.7,79.71,1009.86,9.95,0.33,9.41
2.04,264.0,81.88,955.19,0.55,4.04,5.94
0.37,206.81,33.15,974.23,9.03,1.27,10.12
25.48,257.89,58.63,1012.41,3.62,1.01,6.29
25.6,303.53,67.11,978.73,5.26,0.81,7.98
35.02,298.27,65.12,1035.23,3.82,7.01,2.69
41.52,109.2,58.12,1034.92,2.72,2.18,4.06
25.93,77.13,63.67,999.77,5.67,3.69,6.29
8.14,89.01,52.19,1035.61,7.24,7.18,5.33
21.99,36.34,77.53,1002.66,4.9,5.11,5.69
3.82,242.04,90.15,1002.52,8.19,9.11,6.56
38.6,125.49,78.47,1015.34,3.13,9.15,1.77
4.44,328.98,43.99,1027.7,6.02,7.71,4.57
42.87,29.28,37.69,981.87,2.88,8.46,1.31
34.01,152.0,47.55,1016.28,7.21,4.69,5.48
12.44,59.15,64.43,998.64,0.09,5.56,3.27
46.03,305.21,21.14,1009.5,0.79,5.94,0.5
19.0,137.6,99.94,1005.19,9.15,8.34,6.87
45.97,232.54,95.59,966.61,2.83,0.89,6.62
42.41,270.75,67.04,963.75,1.8,6.55,2.78
30.83,116.36,69.52,1024.87,1.78,7.11,2.12
20.63,12.27,59.32,981.32,5.26,2.69,7.04
37.09,97.12,47.04,973.27,1.75,1.25,5.02
29.01,110.06,65.38,1047.46,2.09,7.4,1.74
10.23,119.62,24.82,952.87,8.38,4.87,7.65
14.34,341.71,92.55,1020.75,4.86,1.13,8.12
13.84,211.44,30.89,1033.1,1.53,8.21,1.19
0.92,107.25,95.24,984.93,0.17,9.6,2.87
2.19,187.93,38.84,969.64,6.31,3.74,7.66
39.59,125.75,88.97,1047.0,1.48,7.3,1.55
29.63,178.93,40.29,985.54,9.94,8.71,5.38
2.51,247.06,56.5,995.04,0.14,7.78,2.55
44.55,45.01,64.44,1034.78,3.14,0.6,5.07
47.87,91.64,48.34,998.7,4.85,4.29,4.12
3.52,87.56,84.48,1045.46,8.22,5.25,7.66
27.54,19.02,48.86,1030.17,1.73,6.76,1.82
15.48,286.74,76.47,954.19,3.06,3.69,6.58
10.21,282.13,74.29,967.17,6.47,7.88,6.19
46.25,311.41,62.71,1028.21,3.5,6.58,2.24
26.66,292.87,98.01,1028.12,8.23,0.62,9.45
4.77,109.89,27.1,959.36,8.06,8.92,5.69
5.25,151.64,98.37,1030.29,3.75,5.33,5.9
31.13,298.91,55.78,968.73,5.88,6.48,5.06
46.53,14.68,67.1,1042.76,5.29,6.19,3.19
8.34,104.35,20.34,997.96,9.03,9.26,5.01
3.01,189.19,56.95,986.02,6.1,8.1,5.51
7.96,64.09,92.31,978.05,1.77,0.29,8.01
10.6,246.04,72.57,1014.16,6.43,9.69,4.42
25.66,20.81,20.94,1047.54,4.93,4.05,3.88
12.49,57.49,85.35,999.05,6.62,2.03,8.82
46.69,233.22,83.09,1021.79,0.63,9.6,0.5
38.58,344.05,67.59,986.14,7.57,8.46,4.55
33.68,230.05,54.79,1041.13,0.28,8.09,0.5
12.55,134.41,87.12,1032.83,5.65,3.65,7.0
13.22,88.44,54.21,1022.41,3.25,3.44,5.23
35.6,326.0,84.03,1023.91,4.47,7.15,3.58
43.61,75.29,60.8,997.83,4.85,8.03,2.79
31.4,307.06,74.44,1014.76,5.26,1.6,6.88
0.48,49.87,75.7,984.25,2.85,4.98,6.07
13.15,0.86,56.71,968.6,0.25,9.93,1.44
17.34,42.86,21.28,982.01,2.56,0.56,5.96
49.13,109.56,38.12,999.53,4.61,1.04,5.29
41.74,233.86,23.55,1038.87,6.95,1.75,5.45
10.69,164.03,82.61,1019.55,1.34,0.47,6.64
1.82,205.76,73.32,994.21,2.74,3.35,6.53
42.68,132.28,77.99,1029.06,2.65,8.73,1.29
2.22,118.94,62.61,1049.82,2.06,3.31,5.0
35.7,19.13,86.3,1031.95,1.44,6.82,2.15
38.99,214.17,81.92,999.6,4.47,6.09,4.3
12.11,26.77,68.21,982.72,4.14,1.98,7.47
20.19,262.19,22.54,957.22,7.22,4.72,6.52
38.59,7.62,68.62,1047.84,2.4,6.49,1.94
42.32,171.55,81.47,980.89,3.73,2.81,5.7
7.91,286.95,43.67,1009.65,4.7,3.96,5.91
25.16,60.65,87.88,1020.66,1.5,7.92,2.39
19.15,70.98,89.93,954.64,6.55,4.96,7.85
12.9,232.81,95.18,1022.01,5.2,0.31,8.81
1.06,123.24,67.82,1037.09,5.09,2.25,7.44
46.96,185.91,97.26,1015.5,3.17,8.19,2.32
28.11,307.27,74.02,1027.44,4.12,6.07,4.01
0.45,261.97,90.84,986.28,1.05,9.15,3.43
28.97,84.47,45.21,954.99,3.08,1.3,6.32
14.09,51.64,97.05,964.3,8.85,8.87,7.31
2.03,240.48,35.21,988.73,3.93,5.65,5.11
37.59,339.4,63.66,1047.96,8.99,4.09,6.36
47.77,292.65,63.27,1043.98,1.37,3.34,2.48
18.8,184.25,91.56,952.1,1.7,4.33,5.83
26.42,184.29,95.5,1042.66,7.55,1.49,8.39
32.85,243.68,40.77,969.87,4.87,9.62,2.5
5.35,331.66,87.78,1021.06,9.89,3.23,9.91
43.27,50.31,34.0,1003.65,2.07,1.17,4.08
7.27,239.1,32.87,1030.62,2.1,8.8,1.6
14.14,5.24,86.31,1016.15,9.79,6.86,7.65
23.33,221.46,53.53,1008.19,4.61,7.36,3.66
1.28,64.37,81.73,956.92,1.4,8.42,4.19
1.97,18.89,49.06,1013.47,1.5,1.54,5.89
33.26,73.3,72.91,1020.03,3.69,1.41,5.97
0.2,257.41,79.83,982.05,7.66,3.61,9.31
42.18,24.06,90.87,1021.17,4.12,5.96,3.89
24.52,246.95,29.41,995.65,8.61,7.16,5.31
12.64,99.31,55.15,977.36,9.8,4.57,8.74
2.08,294.35,80.32,1047.84,2.06,6.73,3.77
7.88,281.59,30.73,1023.09,1.51,5.63,2.93
10.91,69.57,65.8,1026.68,5.96,7.56,4.86
39.43,7.9,47.14,1049.55,7.0,1.04,6.36
31.47,277.05,49.67,998.73,9.24,1.08,8.77
32.3,272.93,32.94,971.85,5.92,5.27,5.0
21.99,20.32,83.23,1036.18,2.13,6.82,3.03
25.84,278.19,76.33,1002.21,2.55,5.13,4.29
38.34,277.59,23.51,967.68,3.46,4.34,3.77
21.07,297.48,86.15,959.35,0.59,4.77,4.69
24.67,150.15,45.62,1039.32,2.97,7.15,2.16
36.32,33.22,73.73,1033.27,4.12,5.67,3.7
32.94,268.03,44.38,965.22,2.57,1.59,5.53
46.47,302.6,36.25,1006.97,8.05,1.76,6.61
12.99,94.61,66.59,985.58,4.01,2.68,6.92
45.1,121.94,51.96,1001.24,3.76,8.43,1.69
22.55,332.64,53.67,1024.84,1.5,0.46,5.32
10.14,271.42,48.42,1035.57,0.25,9.13,0.67
35.35,234.23,40.28,1046.17,5.95,3.39,4.75
11.26,312.35,79.82,954.91,1.05,6.13,4.65
47.54,113.84,25.8,956.93,6.57,3.05,5.74
30.09,350.86,37.09,996.91,1.46,1.72,4.34
43.77,184.98,84.45,1040.67,9.05,1.98,7.78
8.61,90.62,62.75,1029.51,2.14,3.16,5.14
43.11,118.39,53.43,984.7,5.12,8.83,2.58
32.78,218.17,33.35,972.23,0.93,8.11,1.07
4.65,129.22,72.55,1026.66,3.22,7.01,4.24
27.56,228.32,57.35,956.29,2.08,3.41,5.12
37.88,119.97,24.26,1002.84,1.7,1.91,3.56
10.93,154.56,87.81,996.45,6.64,0.74,9.66
1.92,271.67,50.47,975.86,8.66,6.56,7.62
45.53,79.53,53.51,953.22,9.44,1.75,8.69
49.52,11.94,58.58,969.28,5.48,9.14,2.67
21.96,222.38,47.53,956.76,8.49,2.37,8.87
49.96,165.05,58.96,1041.06,0.99,0.52,3.53
40.04,349.93,42.54,1046.19,9.3,7.0,4.44
42.45,244.43,58.08,994.62,8.12,6.31,5.32
2.24,150.55,57.89,952.06,4.47,0.78,8.98
33.94,212.06,42.32,955.54,2.97,6.73,3.22
47.51,137.53,56.1,999.05,5.18,6.01,3.63
3.63,216.79,80.34,1033.91,6.51,2.85,8.09
36.17,59.29,34.56,974.57,2.77,1.81,4.96
36.81,69.6,34.24,1016.85,7.31,5.68,4.55
39.95,44.19,86.52,996.96,3.69,4.33,4.9
3.31,102.03,34.24,1038.65,7.02,1.22,7.95
49.29,192.83,70.73,1009.61,6.69,8.8,3.09
48.92,167.53,96.61,1049.99,6.5,4.13,5.32
43.03,231.18,34.01,1014.63,0.01,7.11,0.5
8.99,15.77,54.48,961.33,0.33,3.74,4.85
29.3,74.5,95.99,994.13,2.57,2.07,6.28
47.99,310.18,83.87,966.86,6.81,5.65,5.83
20.87,101.91,75.87,989.38,7.61,6.8,6.44
3.27,308.17,20.46,958.21,2.48,6.21,4.18
2.34,128.08,26.71,956.3,0.25,2.23,5.29
27.63,153.44,52.09,1005.15,8.32,6.14,5.93
1.9,140.21,75.98,952.73,4.3,9.86,4.81
19.12,158.21,81.54,969.73,5.63,2.72,8.04
30.5,72.32,66.7,988.45,0.57,7.61,1.82
17.25,244.28,88.93,1034.53,0.18,5.13,3.31
49.9,216.69,51.2,1024.3,3.45,5.88,2.17
15.16,124.68,89.39,1008.0,0.85,5.11,4.22
47.23,163.39,47.7,1014.05,2.56,2.8,3.48
44.73,131.34,53.88,991.97,0.01,4.71,1.9
43.39,136.65,35.92,998.11,1.15,2.57,3.05
42.34,80.66,69.86,1030.61,7.63,6.31,4.78
19.85,237.99,39.88,1019.55,0.86,1.98,4.12
45.06,18.45,86.64,1022.8,7.84,9.54,3.68
1.24,355.1,39.06,967.64,2.65,9.08,3.24
21.55,10.22,75.58,1026.23,2.69,2.58,5.43
38.32,156.54,32.06,959.9,4.73,8.77,2.53
15.49,35.84,49.35,970.19,9.15,4.54,8.26
13.28,228.52,21.93,1003.79,7.42,3.62,6.72
12.1,219.42,48.26,953.96,6.36,5.45,6.82
32.35,224.0,48.8,1016.83,2.78,9.25,1.09
38.06,236.93,47.43,1012.15,9.04,9.51,3.85
47.72,204.18,23.03,1046.99,3.48,5.71,1.29
21.58,273.25,84.56,1019.86,0.18,7.75,1.92
11.38,204.3,51.28,960.02,3.14,2.87,6.52
32.31,107.46,97.25,1025.05,2.13,7.9,2.51
10.4,146.18,78.5,1023.45,4.5,4.09,6.26
2.84,318.45,20.18,1018.47,0.88,3.11,3.94
35.62,9.5,43.96,1016.21,2.97,1.76,4.65
0.06,62.59,97.85,999.68,5.77,9.9,5.38
21.59,84.31,40.16,1044.82,1.12,1.07,4.2
17.53,135.08,60.79,966.01,9.41,4.95,8.44
36.38,331.02,49.17,1009.33,7.12,1.52,7.05
11.75,89.66,97.52,1024.51,1.39,4.43,4.92
14.03,358.35,71.03,1028.44,6.91,2.82,7.64
19.56,132.99,23.81,961.36,3.5,9.99,2.02
24.51,25.63,73.49,983.07,0.99,6.84,2.97
26.27,304.94,33.52,959.62,6.98,5.56,5.91
35.25,228.5,47.86,999.68,6.63,7.16,4.17
46.56,224.81,31.23,987.06,3.53,7.43,1.72
16.8,146.61,68.18,1022.16,1.69,2.87,4.9
36.94,34.87,75.59,1019.87,3.02,1.28,5.58
40.18,318.09,32.86,973.13,5.74,4.48,4.89
4.03,269.33,51.56,968.73,2.21,2.38,6.52
19.55,26.68,52.85,1001.78,5.29,7.52,4.2
20.76,127.84,96.14,1044.3,2.44,4.14,4.78
48.81,199.13,57.13,989.58,7.88,4.14,6.03
35.43,234.87,23.61,1038.54,8.13,0.71,6.89
21.72,150.29,81.89,950.64,3.37,3.43,6.75
30.52,204.67,79.67,1033.26,8.3,9.39,4.37
0.73,63.17,36.02,989.89,2.09,3.04,5.56
19.19,174.58,89.13,951.03,9.82,2.81,10.59
32.07,176.59,24.33,962.29,1.43,7.65,1.52
16.23,227.08,49.32,1020.27,7.41,6.58,5.5
17.98,133.61,66.95,992.84,0.99,9.41,1.68
2.81,231.44,74.03,1024.9,9.52,7.03,7.54
8.71,270.5,23.48,1004.27,6.97,7.26,4.94
15.43,209.78,30.78,977.56,1.14,4.29,3.8
41.37,288.96,74.08,1032.69,7.77,8.55,3.85
3.18,299.19,92.74,1046.59,5.13,4.42,6.74
41.77,329.57,58.57,1040.89,8.73,7.45,4.34
46.59,77.25,31.99,973.54,8.65,9.57,3.45
31.77,221.98,80.11,981.01,2.33,3.47,5.16
24.26,118.92,78.41,1038.43,3.27,0.57,6.46
46.22,236.82,26.51,1011.09,9.76,2.98,6.56
17.6,10.3,90.78,985.35,6.49,0.49,9.63
2.78,231.23,25.85,1036.65,9.43,0.61,9.31
13.82,46.95,24.92,1005.08,5.82,3.94,5.79
20.85,245.71,83.75,980.95,7.46,3.51,8.34
15.42,80.99,78.57,983.1,8.08,8.52,6.26
30.58,25.8,62.96,1038.32,0.94,6.98,1.38
1.76,23.9,24.12,960.57,7.37,9.14,5.28
10.3,62.27,28.89,986.36,2.2,0.44,6.31
6.28,264.99,67.5,1006.31,0.56,2.93,5.08
46.61,200.57,43.35,975.03,8.99,6.66,5.33
46.34,317.3,79.55,1018.45,8.11,8.78,4.03
23.88,38.59,72.39,1048.23,5.53,5.63,4.76
29.16,248.55,46.42,977.86,4.66,8.73,3.04
32.55,83.07,46.14,980.65,6.51,1.4,7.4
1.62,326.87,24.07,1013.33,8.62,8.92,5.15
48.01,152.23,83.91,972.37,9.15,7.57,5.95
8.14,214.94,46.64,1025.07,9.65,5.64,7.35
1.37,111.51,68.16,1026.69,1.91,4.56,4.86
6.74,158.84,89.46,1021.89,0.89,4.25,4.86
4.67,232.47,22.26,1028.1,5.0,7.74,3.48
41.82,132.29,39.57,1049.18,4.2,6.39,1.98
45.86,161.97,76.71,1004.67,5.64,9.81,2.46
5.38,66.27,80.34,1023.41,1.98,3.77,5.45
26.06,64.74,74.46,959.58,3.93,7.37,4.51
18.59,313.2,72.27,952.64,0.93,3.06,5.6
49.83,290.93,75.89,953.25,5.3,6.88,4.4
18.12,197.0,60.17,1047.88,7.61,6.39,5.41
5.92,116.04,32.66,962.15,8.2,1.88,9.32
28.47,354.89,52.0,954.61,1.52,3.01,4.89
41.69,344.17,26.48,994.88,7.85,8.08,3.55
26.5,148.31,53.84,979.71,3.93,0.21,7.22
38.63,200.59,84.15,1018.72,0.02,8.67,0.54
49.37,46.3,41.63,1032.78,5.74,9.87,0.96
39.03,98.12,62.19,1037.26,2.54,2.94,3.78
2.09,304.98,92.51,960.86,7.62,1.32,11.01
38.52,145.79,74.96,1008.3,7.01,5.21,5.71
35.15,246.5,95.65,977.91,0.71,7.2,2.76
39.58,198.79,25.68,1009.25,0.01,3.74,1.64
37.33,191.61,51.63,950.48,1.27,4.69,3.54
7.4,43.29,20.08,1017.1,0.36,4.2,2.93
34.49,77.85,44.35,1020.73,7.26,0.83,7.25
9.69,258.23,98.27,1037.29,2.48,5.38,4.9
10.15,108.82,99.75,956.26,1.61,7.17,4.93
39.94,294.1,41.68,983.82,6.82,6.2,4.62
15.52,24.93,95.0,1049.89,1.33,2.29,5.29
35.02,218.69,87.1,952.19,1.86,6.7,3.8
41.09,141.61,66.81,1026.87,5.97,7.07,3.62
23.13,131.98,29.91,967.44,8.49,9.35,4.7
36.17,95.39,82.22,960.53,0.61,7.95,2.23
24.15,200.97,77.13,1002.3,1.29,4.7,3.97
0.44,315.6,63.26,1032.23,1.82,7.91,2.97
10.91,185.02,85.92,1004.95,5.55,8.93,4.83
24.29,98.61,83.59,1030.89,9.7,1.27,9.58
36.08,279.51,67.76,991.22,8.88,9.01,4.97
31.48,60.85,53.8,1035.35,4.92,9.17,2.06
0.71,50.59,87.37,975.11,9.84,8.8,8.08
39.11,271.17,34.13,969.91,4.45,5.7,3.77
19.11,69.37,64.72,964.32,2.29,1.84,6.48
30.39,310.46,55.93,986.02,9.72,2.19,8.88
4.23,198.29,54.9,1049.58,2.27,5.32,3.81
17.05,259.65,40.07,1026.15,1.51,9.5,0.72
38.48,66.33,86.85,960.86,2.04,3.83,5.01
9.89,194.06,89.2,1044.46,3.24,8.0,3.61
48.21,224.6,94.17,1014.44,1.94,4.19,3.58
18.05,160.59,48.16,1031.36,4.34,0.68,6.61
20.59,228.84,52.59,976.6,0.19,0.34,5.6
48.44,309.69,79.55,1038.79,1.19,5.02,2.0
1.76,154.94,35.14,1000.33,1.61,6.83,3.17
24.74,80.26,86.61,1031.12,8.0,5.78,6.52
20.0,351.98,94.57,1032.2,5.65,9.23,4.04
3.58,32.43,53.71,989.73,7.29,1.58,9.19
18.92,358.88,34.03,1013.96,5.98,7.96,3.68
26.44,200.9,73.42,994.87,3.94,3.17,5.98
39.62,75.2,23.67,1022.18,8.35,7.13,3.85
36.39,84.27,73.71,1037.21,6.54,9.28,3.03
20.55,13.22,91.99,970.28,6.03,3.23,8.16
43.37,243.76,78.17,1039.29,4.01,6.75,2.76
22.05,171.67,35.94,983.6,6.23,0.49,7.94
10.25,139.77,30.77,1011.06,1.7,4.49,3.68
12.64,8.48,69.9,1036.86,6.38,2.78,7.3
38.05,203.7,93.65,1019.75,9.97,1.37,9.41
3.41,33.73,45.98,1022.21,4.65,6.11,4.88
23.18,229.03,21.24,1020.63,6.59,8.18,3.24
43.32,205.9,94.74,985.66,0.36,3.25,3.99
13.7,337.38,50.51,973.13,5.05,5.97,5.56
7.73,345.17,39.12,1038.7,0.34,2.35,3.94
43.16,155.05,34.47,968.71,2.0,7.32,1.56
48.39,93.31,40.32,1035.92,1.55,9.27,0.5
17.25,186.57,21.85,964.07,1.08,1.27,5.19
7.55,318.94,37.27,1029.55,6.41,5.98,5.27
37.94,265.89,27.28,1021.34,7.03,2.88,5.51
13.0,73.2,63.25,994.06,1.17,8.31,2.46
45.25,203.72,96.58,1022.24,0.42,4.85,2.57
44.11,209.84,45.14,965.8,6.2,4.61,5.29
44.93,101.44,71.11,956.47,6.16,0.39,8.14
34.93,21.36,24.36,979.04,5.22,4.88,4.38
14.31,234.91,77.32,1030.61,5.17,9.18,3.7
40.02,192.44,84.96,995.23,6.46,5.02,5.92
18.48,113.93,77.39,1023.31,5.85,2.61,7.24
31.94,307.99,31.03,985.02,1.12,2.83,3.57
28.95,49.48,87.4,1010.13,8.73,4.38,7.74
21.65,206.02,49.9,1000.02,9.47,8.36,5.72
44.19,227.43,79.22,972.14,2.49,7.41,2.77
6.28,73.04,72.66,981.44,7.27,2.07,9.41
16.9,62.84,63.27,972.36,4.82,6.61,5.3
42.25,59.64,48.92,961.62,9.65,9.75,4.7
29.75,221.26,62.49,996.89,3.96,4.02,5.1
46.72,140.34,71.67,954.62,9.89,4.5,7.9
0.18,64.27,85.07,1038.35,3.03,3.77,6.11
36.18,19.7,94.28,957.41,5.25,3.4,7.19
49.39,270.01,97.38,1023.17,7.16,1.68,7.32
5.12,114.09,90.96,1003.5,9.85,8.72,7.52
26.63,92.2,22.48,951.79,8.29,5.94,6.21
45.51,53.96,79.68,965.37,0.22,9.82,0.5
36.24,56.39,73.55,970.04,3.63,4.65,5.02
25.73,78.35,79.5,988.56,1.91,5.98,3.86
40.06,119.48,24.6,956.91,0.71,7.06,1.15
33.89,115.25,24.75,1038.91,5.83,9.17,1.6
14.77,217.85,63.42,979.66,0.87,0.68,6.28
25.74,169.75,98.28,1021.77,2.05,0.29,6.69
46.29,291.8,45.03,1047.64,1.7,7.53,0.5
28.43,157.37,22.1,983.3,5.51,4.67,4.83
16.68,230.62,86.66,1024.38,5.05,3.68,6.61
32.97,293.24,25.82,986.25,0.75,1.86,3.67
9.33,197.51,84.91,968.92,2.12,9.75,3.36
4.43,88.46,71.42,952.1,9.14,3.64,10.11
36.38,223.74,57.66,1004.27,9.13,0.67,8.78
49.47,328.25,42.67,1012.46,3.04,1.44,4.19
47.23,254.34,21.43,1016.89,8.17,4.07,4.94
30.31,29.73,76.03,1029.54,0.03,3.5,3.16
30.23,2.89,30.46,1018.38,8.03,0.8,7.56
12.89,20.37,77.43,999.4,1.43,0.85,6.59
14.86,62.14,85.68,962.77,4.06,1.05,8.52
24.07,201.36,60.45,986.58,8.2,5.6,6.83
2.47,76.56,77.88,959.1,5.66,4.19,8.24
11.07,64.9,73.36,1012.07,2.0,6.88,3.64
8.07,131.28,36.98,958.12,9.84,3.22,9.53
38.79,148.0,90.03,974.63,8.44,6.4,6.75
30.36,130.46,77.88,1010.51,2.85,9.05,2.16
48.84,291.59,74.41,1008.48,5.03,4.49,4.55
31.58,134.76,87.05,992.88,2.62,4.53,4.76
22.36,209.29,65.89,973.42,9.42,8.19,6.59
39.1,84.05,69.03,977.81,0.7,9.63,0.67
32.47,299.7,37.85,1006.69,6.5,6.83,4.05
48.02,307.45,21.6,1024.67,1.2,3.63,1.51
0.29,231.35,61.85,993.5,6.61,8.71,5.59
8.44,229.64,31.77,957.9,9.44,4.97,8.31
43.59,150.61,98.18,1034.63,4.85,8.07,3.08
30.36,75.59,57.02,975.52,6.28,9.1,3.91
8.49,25.66,47.72,1026.74,8.42,9.75,4.65
6.82,24.38,30.43,1029.62,6.02,2.96,6.46
49.12,353.97,96.0,973.52,2.26,5.24,3.89
14.47,58.11,90.55,963.88,2.23,7.21,4.65
30.94,116.37,84.78,1016.12,6.16,6.61,5.08
36.28,304.57,39.75,1024.9,0.1,8.16,0.5
30.65,10.25,81.63,1022.98,6.51,3.15,6.81
14.68,351.04,54.2,987.25,8.1,1.64,9.06
23.32,202.33,69.52,1006.77,6.81,7.57,5.08
12.67,78.46,93.78,1047.71,6.97,2.43,8.19
11.35,64.88,51.1,976.84,4.66,3.93,6.46
10.71,104.17,45.37,963.66,4.91,2.26,7.53
6.65,347.67,23.2,1046.53,6.48,9.69,2.87
7.13,46.68,64.36,987.99,3.6,8.65,3.93
42.22,168.17,51.16,969.41,2.47,7.29,2.27
26.23,300.75,51.78,962.05,4.21,2.05,6.7
33.44,87.03,70.11,1038.16,7.31,6.82,4.69
11.67,249.94,57.03,1036.45,9.53,7.61,6.19
27.04,64.17,33.87,1003.76,5.22,6.88,3.61
31.73,160.93,60.34,1017.08,8.81,2.44,7.82
17.97,335.22,46.21,1035.92,7.34,4.57,6.05
2.18,138.29,30.66,1011.77,4.58,9.58,2.96
31.41,130.07,34.07,1049.81,8.81,2.29,6.71
14.61,217.96,44.56,996.9,2.85,6.37,3.68
12.8,339.29,86.09,1034.62,1.89,4.29,4.73
27.51,71.2,44.16,982.3,4.03,8.57,2.75
26.69,105.98,95.95,1035.7,9.0,1.14,9.4
23.38,236.44,38.58,1030.1,7.04,6.71,4.46
17.65,61.31,59.26,998.35,0.07,9.58,0.87
13.28,267.12,23.68,967.13,3.21,8.14,3.01
48.57,71.04,44.82,1041.85,4.59,6.98,1.8
28.6,24.11,35.27,950.78,7.27,1.27,8.28
24.8,78.94,80.48,959.96,0.05,3.74,4.6
16.54,298.46,94.77,1010.24,6.14,8.79,5.05
34.8,256.37,94.69,1030.12,1.58,8.91,1.46
48.42,255.52,32.07,1037.74,6.13,3.38,4.13
43.01,329.81,47.88,981.69,7.85,9.07,3.74
28.9,259.1,28.89,983.12,7.5,3.23,6.69
23.69,190.86,91.86,992.88,7.67,0.99,9.57
13.75,123.45,27.26,1047.06,5.34,9.16,2.3
15.6,246.51,88.92,985.56,7.62,6.63,7.18
33.53,99.28,56.01,983.75,2.85,4.58,4.13
19.17,236.23,96.83,1037.68,2.65,6.62,3.85
28.32,354.12,99.66,1048.81,4.35,3.35,5.76
20.71,292.07,86.54,1047.77,0.78,5.06,3.19
4.64,99.41,83.84,951.05,3.6,3.15,7.91
27.97,84.64,31.42,1021.19,4.03,9.52,1.29
4.16,197.46,42.4,981.69,0.48,7.97,2.42
20.13,254.95,49.17,1008.76,1.08,7.76,1.74
41.89,189.45,96.13,967.71,5.51,8.88,4.16
35.93,74.95,50.0,1043.72,1.18,6.2,1.21
33.41,39.73,50.55,1030.01,7.05,9.15,3.05
0.01,160.41,60.62,962.68,1.79,8.88,3.59
0.75,315.02,22.95,974.86,0.21,0.27,5.92
29.66,304.43,82.71,1002.4,7.21,5.4,6.45
48.47,118.43,21.35,977.79,0.92,2.39,2.75
17.16,286.07,88.16,1016.05,9.88,3.3,9.37
10.28,260.68,23.06,1042.85,5.74,6.0,4.22
27.34,294.23,48.16,1049.28,2.98,6.15,2.43
34.12,24.56,50.19,990.42,8.84,9.45,4.4
7.44,25.26,35.33,991.26,3.21,1.5,6.51
39.79,252.12,73.01,954.39,7.79,9.92,4.53
